word,phonetic_alterntive
decorations,dehkereyshahnz
branch,braench
observed,ahbzervd
practicing,praektahsihng
facts,faekts
jackson,jhaeksahn
trends,trehndz
multiplied,mahltahplayd
demonstrations,dehmahnstreyshahnz
plane,pleyn
essay,ehsey
fix,fihks
paid,peyd
least,liyst
grilled,grihld
immune,ihmyuwn
trustworthy,trahstwerdhiy
desired,dihzayerd
republic,riypahblahk
torch,taorch
waves,weyvz
’s,ehs
mind,maynd
mourn,maorn
touching,tahchihng
academic,aekahdehmihk
explore,ihksplaor
era,ehrah
skyscraper,skayskreyper
objected,ahbjhehktahd
friends,frehndz
horror,hhaorer
showered,shawerd
colored,kahlerd
ergonomics,ergahnaamihks
nearly,nihrliy
proofreading,pruwfriydihng
fine,fayn
robots,rowbaats
car,kaar
pass,paes
encountered,ihnkawnterd
hers,hherz
shootout,shuwtawt
rattle,raetahl
roses,rowzihz
and,ahnd
chairs,chehrz
cede,siyd
volunteers,vaalahntihrz
teach,tiych
santiago,saentiyaagow
appointment,ahpoyntmahnt
repaired,rihpehrd
direction,derehkshahn
engine,ehnjhahn
stuff,stahf
habit,hhaebaht
sealed,siyld
art,aart
equally,iykwahliy
booming,buwmihng
farther,faardher
closing,klowzihng
squeamish,skwiymihsh
oversized,owversayzd
running,rahnihng
shares,shehrz
scorching,skaorchihng
boastful,bowstfahl
convene,kahnviyn
habits,hhaebahts
tomb,tuwm
hysterics,hhihstehrihks
landlord,laendlaord
boris,baorihs
break,breyk
despite,dihspayt
who,hhuw
jaguar,jhaegwaar
cornell,kaornehl
obligated,aablahgeytihd
scaffolding,skaefahldihng
dare,dehr
wallowing,waalowihng
gori,gaoriy
medium,miydiyahm
beetles,biytahlz
retired,rihtayrd
babies,beybiyz
connecting,kahnehktihng
hurting,hhertihng
west,wehst
interests,ihntrahsts
wad,waad
respectful,rihspehktfahl
mont,maant
politics,paalahtihks
union,yuwnyahn
dry,dray
apartment,ahpaartmahnt
as,aez
dialects,dayahlehkts
sends,sehndz
speaks,spiyks
visa,viyzah
engineering,ehnjhahnihrihng
cases,keysahz
allowed,ahlawd
humanity,hhyuwmaenihtiy
urgent,erjhahnt
none,nahn
found,fawnd
broke,browk
owe,ow
eldest,ehldahst
gentlemen,jhehntahlmihn
factories,faekteriyz
forests,faorahsts
ecosystem,iykowsihstahm
bills,bihlz
antidepressants,aentaydihprehsahnts
going,gowihng
puzzled,pahzahld
experiments,ihkspehrahmahnts
realm,rehlm
education,ehjhahkeyshahn
coliseum,kaalahsiyahm
kidnapping,kihdnaepihng
yanni,yaeniy
played,pleyd
pond,paand
distributed,dihstrihbyahtahd
fuzzy,fahziy
busy,bihziy
except,ihksehpt
storehouse,staorhhaws
steering,stihrihng
merkel,merkahl
matter,maeter
sonnet,saaniht
imitating,ihmahteytihng
freedom,friydahm
cordial,kaorjhahl
hair,hhehr
fairy,fehriy
humanities,hhyuwmaenihtiyz
carol,kaerahl
result,rihzahlt
luck,lahk
palms,paamz
asteroid,aesteroyd
funny,fahniy
valve,vaelv
hosted,hhowstihd
fuji,fuwjhiy
dropped,draapt
melanie,mehlahniy
murmured,mermerd
firm,ferm
finders,faynderz
driving,drayvihng
booth,buwth
japanese,jhaepahniyz
shaft,shaeft
shots,shaats
spectacle,spehktahkahl
occasional,ahkeyzhahnahl
send,sehnd
attend,ahtehnd
jumped,jhahmpt
meter,miyter
unleashed,ahnliysht
strengthening,strehngthahnihng
remove,riymuwv
terrace,tehrahs
highlight,hhaylayt
convenient,kahnviynyahnt
patrick,paetrihk
sacked,saekt
heated,hhiytahd
urged,erjhd
movie,muwviy
diary,dayeriy
canine,keynayn
collaborated,kahlaebereytahd
keeping,kiypihng
suspect,sahspehkt
comedy,kaamahdiy
experts,ehksperts
came,keym
raisins,reyzahnz
heroes,hhihrowz
stressful,strehsfahl
recommendations,rehkahmahndeyshahnz
majority,mahjhaorahtiy
part,paart
ego,iygow
bottled,baatahld
americas,ahmehrahkahz
consuming,kahnsuwmihng
bilingual,baylihnggwahl
changed,cheynjhd
mcdonald,mahkdaanahld
grouped,gruwpt
never,nehver
designed,dihzaynd
combat,kaambaet
lord,laord
marrying,mehriyihng
sort,saort
sliced,slayst
obliterate,ahblihtereyt
philosophers,fahlaasahferz
souls,sowlz
breakfast,brehkfahst
canadians,kahneydiyahnz
forty,faortiy
replace,riypleys
mountainous,mawntahnahs
greeted,griytahd
after,aefter
opposite,aapahzaht
years,yihrz
roosevelt,rowzahvehlt
fitted,fihtahd
pistols,pihstahlz
following,faalowihng
circled,serkahld
dedicate,dehdahkeyt
begged,behgd
form,faorm
that,dhaet
gilded,gihldihd
geologic,jhiyahlaajhihk
sternly,sternliy
larger,laarjher
quickly,kwihkliy
king,kihng
caramel,kehrahmahl
studying,stahdiyihng
mom,maam
certain,sertahn
interrupted,ihnterahptihd
starts,staarts
bathroom,baethruwm
fyodor,fyowder
omits,owmihts
take,teyk
attract,ahtraekt
storm,staorm
mail,meyl
pointer,poynter
forgot,fergaat
blame,bleym
temple,tehmpahl
belated,bihleytihd
poison,poyzahn
sports,spaorts
welcome,wehlkahm
attached,ahtaecht
deadbeat,dehdbiyt
landing,laendihng
owes,owz
pen,pehn
prayed,preyd
overreacting,owverriyaektihng
louise,luwiyz
boom,buwm
wipes,wayps
whither,wihdher
rabbit,raebaht
evaporated,ihvaepereytahd
complexity,kahmplehksahtiy
teachers,tiycherz
shave,sheyv
balance,baelahns
mineral,mihnerahl
mad,maed
heavily,hhehvahliy
debt,deht
begging,behgihng
apologized,ahpaalahjhayzd
delights,dihlayts
strangers,streynjherz
erudite,ehrahdayt
pizzeria,piytseriyah
staying,steyihng
opportunity,aapertuwnahtiy
entertaining,ehnterteynihng
chilling,chihlihng
lasts,laests
cooperation,kowaapereyshahn
las,laas
la,laa
black,blaek
dire,dayr
wept,wehpt
jamaica,jhahmeykah
news,nuwz
unable,ahneybahl
affair,ahfehr
attention,ahtehnshahn
average,aeverihjh
tomatoes,tahmeytowz
doctor,daakter
movement,muwvmahnt
depressed,dihprehst
collapsed,kahlaepst
facial,feyshahl
raping,reypihng
beloved,bihlahvd
texas,tehksahs
listens,lihsahnz
spending,spehndihng
faster,faester
decide,dihsayd
link,lihngk
protests,prowtehsts
wrestler,rehsahler
papier,peypyer
other,ahdher
splashed,splaesht
deep,diyp
simplicity,sihmplihsahtiy
architect,aarkahtehkt
sleeps,sliyps
selfish,sehlfihsh
simultaneous,saymahlteyniyahs
rotten,raatahn
dishes,dihshahz
deceiving,dihsiyvihng
elementary,ehlahmehntriy
luckily,lahkahliy
western,wehstern
pedals,pehdahlz
shinsei,shihnsey
how,hhaw
forgiving,fergihvihng
billion,bihlyahn
another,ahnahdher
century,sehncheriy
stage,steyjh
intend,ihntehnd
ukraine,yuwkreyn
maryland,mehrahlahnd
twos,tuwz
food,fuwd
attempted,ahtehmptahd
treason,triyzahn
leader,liyder
confidence,kaanfahdahns
recorded,rahkaordahd
woman,wuhmahn
faking,feykihng
actually,aekchahwahliy
hear,hhiyr
personal,persihnihl
eager,iyger
chance,chaens
classroom,klaesruwm
parked,paarkt
pot,paat
circles,serkahlz
months,mahnths
among,ahmahng
adventurous,aedvehncherahs
residents,rehzihdahnts
male,meyl
often,aofahn
trojan,trowjhahn
momentum,mowmehntahm
kinds,kayndz
nose,nowz
stalker,staoker
year,yihr
obvious,aabviyahs
terrible,tehrahbahl
hilarious,hhihlehriyahs
irreplaceable,ihrahpleysahbahl
ok,owkey
intentions,ihntehnchahnz
bad,baed
such,sahch
graduating,graejhahweytihng
suddenly,sahdahnliy
slithering,slihdherihng
fashion,faeshahn
sketchy,skehchiy
god,gaad
evidence,ehvahdahns
penalty,pehnahltiy
remedy,rehmahdiy
weeping,wiypihng
increased,ihnkriyst
european,yuhrahpiyahn
harbinger,hhaarbihnjher
idiot,ihdiyaht
government,gahvermahnt
exam,ihgzaem
soft,saaft
homesick,hhowmsihk
naught,naot
danube,daenyuwb
weekend,wiykehnd
motivated,mowtahveytahd
those,dhowz
program,prowgraem
companion,kahmpaenyahn
literal,lihterahl
hallway,hhaolwey
cause,kaaz
watch,waach
sings,sihngz
native,neytihv
brought,braot
permission,permihshahn
algeria,aeljhihriyah
stood,stuhd
chili,chihliy
oration,aoreyshahn
latin,laetahn
flirting,flertihng
bearer,behrer
ship,shihp
growth,growth
celebratory,sahlehbrahtaoriy
raises,reyzahz
naturally,naecherahliy
elite,ihliyt
wing,wihng
robbed,raabd
upstairs,ahpstehrz
politely,pahlaytliy
torn,taorn
projector,prahjhehkter
crate,kreyt
master,maester
isthmus,ihsmahs
cousin,kahzahn
dissatisfaction,dihsaetihsfaekshahn
color,kahler
steak,steyk
refuge,rehfyuwjh
unrealistic,ahnriylihstihk
flickered,flihkerd
pan,paen
expenses,ihkspehnsahz
nests,nehsts
citizen,sihtahzahn
sadness,saednahs
paint,peynt
opening,owpahnihng
uptight,ahptayt
fictionalized,fihkshahnahlayzd
permit,permiht
package,paekahjh
overwhelms,owverwehlmz
generators,jhehnereyterz
ball,baol
boston,baastahn
printed,prihntahd
hidden,hhihdahn
un,ahn
death,dehth
overslept,owverslehpt
melancholic,mehlahnkaalihk
awake,ahweyk
norwegian,naorwiyjhahn
reputation,rehpyahteyshahn
decent,diysahnt
cozy,kowziy
highschool,hhayskuwl
mosque,maask
imogen,ihmahgahn
perhaps,perhhaeps
exploring,ihksplaorihng
sad,saed
adjusting,ahjhahstihng
hold,hhowld
hectares,hhehktaarz
skipping,skihpihng
involved,ihnvaalvd
strayed,streyd
sell,sehl
diner,dayner
eternal,ihternahl
reap,riyp
sample,saempahl
statutory,staechahtaoriy
fantasy,faentahsiy
yiddish,yihdihsh
sleeves,sliyvz
patterson,paetersahn
student,stuwdahnt
assure,ahshuhr
follow,faalow
symphonies,sihmfahniyz
hardships,hhaardshihps
organizations,aorgahnahzeyshahnz
splinter,splihnter
coordination,kowaordahneyshahn
refuses,rahfyuwzahz
tickets,tihkahts
hammer,hhaemer
searching,serchihng
canteen,kaentiyn
told,towld
haired,hhehrd
rosy,rowziy
flew,fluw
ghost,gowst
oozing,uwzihng
n,ehn
luminous,luwmahnahs
threats,threhts
melodies,mehlahdiyz
engaged,ehngeyjhd
careful,kehrfahl
oh,ow
ways,weyz
chewed,chuwd
exclaimed,ihkskleymd
soap,sowp
basket,baeskaht
rooms,ruwmz
anybody,ehniybahdiy
wait,weyt
dropping,draapihng
winning,wihnihng
packed,paekt
inaccurate,ihnaekyeraht
proverbs,praaverbz
wiped,waypt
doubtful,dawtfahl
version,verzhahn
profile,prowfayl
cotton,kaatahn
unwelcome,ahnwehlkahm
secret,siykraht
mask,maesk
speech,spiych
dogs,daagz
regarding,rahgaardihng
underestimate,ahnderehstahmeyt
blades,bleydz
gilbert,gihlbert
sits,sihts
badly,baedliy
camping,kaempihng
territory,tehrihtaoriy
bruno,bruwnow
temptation,tehmteyshahn
unemployment,ahnihmploymahnt
keyboard,kiybaord
yellow,yehlow
toy,toy
developed,dihvehlahpt
courage,kerahjh
allegations,aelahgeyshahnz
cooperate,kowaapereyt
swallow,swaalow
owners,ownerz
flute,fluwt
panama,paenahmaa
continue,kahntihnyuw
repeat,rihpiyt
visit,vihzaht
passengers,paesahnjherz
masse,maes
deductible,dihdahktahbahl
clips,klihps
northern,naordhern
concert,kaansert
merchants,merchahnts
leaves,liyvz
formalize,faormahlayz
alice,aelahs
perform,perfaorm
mortified,maortahfayd
trend,trehnd
talk,taok
confirmed,kahnfermd
opened,owpahnd
stuck,stahk
clothing,klowdhihng
overhead,owverhhehd
period,pihriyahd
shaved,sheyvd
correct,kerehkt
lodge,laajh
association,ahsowsiyeyshahn
incessantly,ihnsehsahntliy
ready,rehdiy
sympathetic,sihmpahthehtihk
arbiter,aarbihter
twice,tways
saturday,saeterdiy
typically,tihpihkliy
disappear,dihsahpihr
hot,hhaat
renaissance,rehnahsaans
deserve,dihzerv
bond,baand
jellyfish,jhehliyfihsh
id,ihd
seeing,siyihng
alien,eyliyahn
indict,ihndayt
wounded,wuwndahd
our,awer
try,tray
candied,kaendiyd
each,iych
modern,maadern
juice,jhuws
considered,kahnsihderd
according,ahkaordihng
few,fyuw
practical,praektahkahl
expects,ihkspehkts
teasing,tiyzihng
village,vihlahjh
during,duhrihng
characters,kaerihkterz
cults,kahlts
heard,hherd
witch,wihch
prize,prayz
accurate,aekyeraht
systems,sihstahmz
traffic,traefihk
sweeter,swiyter
smallest,smaolahst
therefore,dhehrfaor
beside,bihsayd
republicans,rihpahblihkahnz
beach,biych
refined,rahfaynd
balmoral,baelmaorahl
unafraid,ahnahfreyd
defoe,dihfow
reunion,riyuwnyahn
teens,tiynz
membrane,mehmbreyn
disguise,dihsgayz
mend,mehnd
skater,skeyter
discussed,dihskahst
dentist,dehntahst
identity,aydehntahtiy
tie,tay
customer,kahstahmer
wingspan,wihngspaen
fibrous,faybrahs
snow,snow
reminded,riymayndahd
kingston,kihngstahn
wizard,wihzerd
took,tuhk
cement,sahmehnt
satirical,sahtihrahkahl
interpret,ihnterpraht
showed,showd
aristocrat,erihstahkraet
wrong,raong
phantoms,faentahmz
furniture,fernihcher
stealing,stiylihng
spared,spehrd
passport,paespaort
dated,deytihd
overly,owverliy
electronic,ihlehktraanihk
transmitted,traensmihtihd
recondite,rehkahndayt
dragging,draegihng
rode,rowd
relation,riyleyshahn
strictly,strihktliy
revolution,rehvahluwshahn
l.,ehl
breathe,briydh
humming,hhahmihng
rewards,rihwaordz
harpsichord,hhaarpsahkaord
drink,drihngk
blows,blowz
troubled,trahbahld
shut,shaht
bulky,bahlkiy
guidebooks,gaydbuhks
scrap,skraep
electrical,ihlehktrihkahl
cuddly,kahdliy
goat,gowt
featured,fiycherd
huge,hhyuwjh
equivalent,ihkwihvahlahnt
taught,taot
iwo,aywow
rejected,rihjhehktihd
instruments,ihnstrahmahnts
sarcastic,saarkaestihk
daffodils,daefahdihlz
carriage,kaerihjh
potatoes,pahteytowz
within,wihdhihn
offer,aofer
men,mehn
month,mahnth
unwary,ahnwehriy
teams,tiymz
experienced,ihkspihriyahnst
imp,ihmp
tick,tihk
teaching,tiychihng
weak,wiyk
unique,yuwniyk
risk,rihsk
signed,saynd
parent,pehrahnt
luis,luwiys
finishing,fihnihshihng
child,chayld
beneath,bihniyth
mrs.,mihsihz
joint,jhoynt
asses,aesahz
flights,flayts
parallel,pehrahlehl
brutally,bruwtahliy
internet,ihnterneht
shore,shaor
sprang,spraeng
cutter,kahter
supporter,sahpaorter
spain,speyn
quoted,kwowtahd
many,mehniy
minds,mayndz
destructive,dihstrahktihv
goodness,guhdnahs
gym,jhihm
instincts,ihnstihngkts
traveling,traevahlihng
castle,kaesahl
required,riykwayerd
beef,biyf
elevators,ehlahveyterz
all,aol
diamond,daymahnd
gentleman,jhehntahlmahn
pregnant,prehgnahnt
anthony,aenthahniy
okay,owkey
sandwiches,saendwihchihz
erase,ihreys
items,aytahmz
decor,dihkaor
commoners,kaamahnerz
rafters,raefterz
deluge,dehlyuwjh
save,seyv
spike,spayk
olympic,owlihmpihk
attraction,ahtraekshahn
but,baht
perfectly,perfahktliy
its,ihts
mainland,meynlaend
stirred,sterd
frustrated,frahstreytahd
spite,spayt
pizza,piytsah
prison,prihzahn
warrants,waorahnts
housing,hhawzihng
engineers,ehnjhahnihrz
log,laog
units,yuwnahts
santa,saentah
carried,kaeriyd
electric,ihlehktrihk
distribute,dihstrihbyuwt
spurred,sperd
certainly,sertahnliy
variety,verayahtiy
toe,tow
spiral,spayrahl
hesitate,hhehzahteyt
franca,fraengkah
appalachia,aepahlaechiyah
department,dihpaartmahnt
loser,luwzer
goblet,gaablaht
umbrella,ahmbrehlah
traitors,treyterz
sun,sahn
effects,ihfehkts
flavio,flaaviyow
foolish,fuwlihsh
reasonable,riyzahnahbahl
interpreter,ihnterprahter
translation,traenzleyshahn
damn,daem
kindergarten,kihndergaartahn
failure,feylyer
shocked,shaakt
trainers,treynerz
previous,priyviyahs
person,persahn
peanuts,piynahts
cup,kahp
reminds,riymayndz
cake,keyk
lucy,luwsiy
dyed,dayd
wild,wayld
quaint,kweynt
numbers,nahmberz
primary,praymehriy
hairstyle,hhehrstayl
recite,rahsayt
together,tahgehdher
border,baorder
nomads,nowmaedz
stepdaughter,stehpdaoter
darted,daartihd
china,chaynah
freshest,frehshahst
loaf,lowf
longer,laongger
wanna,waanah
ice,ays
celebrity,sahlehbrihtiy
piece,piys
mountain,mawntahn
wash,waash
salary,saeleriy
mower,mower
nesting,nehstihng
diminish,dihmihnihsh
abroad,ahbraod
frighten,fraytahn
vladimir,vlaedahmihr
impartial,ihmpaarshahl
disagree,dihsahgriy
waged,weyjhd
gadget,gaejhaht
nurse,ners
guess,gehs
grapes,greyps
predictable,prihdihktahbahl
tight,tayt
assigned,ahsaynd
english,ihngglihsh
given,gihvahn
herb,erb
restore,rihstaor
superstitious,suwperstihshahs
ninefold,nihnfowld
domain,dowmeyn
cruelty,kruwltiy
expected,ihkspehktahd
shit,shiht
infield,ihnfiyld
botswana,baatswaanah
aunt,aent
isabella,ihzahbehlah
lemon,lehmahn
crowded,krawdahd
memorize,mehmerayz
public,pahblihk
situation,sihchuweyshahn
jack,jhaek
ought,aot
fairies,fehriyz
handling,hhaendlihng
demon,diymahn
hung,hhahng
musical,myuwzihkahl
here,hhiyr
practiced,praektahst
donor,downer
carved,kaarvd
ticket,tihkaht
develops,dihvehlahps
skinny,skihniy
extraordinary,ihkstraordahnehriy
ca,kah
foster,faaster
burgers,bergerz
shading,sheydihng
crossed,kraost
washes,waashihz
strongest,straonggahst
explanation,ehksplahneyshahn
downtown,dawntawn
hopping,hhaapihng
repulsed,riypahlst
floated,flowtahd
botany,baatahniy
critic,krihtihk
saint,seynt
while,wayl
joanne,jhowaen
envoy,ehnvoy
lightning,laytnihng
wailing,weylihng
spectrometer,spehktraamahter
diligence,dihlahjhahns
sweetly,swiytliy
suffering,sahferihng
blackmail,blaekmeyl
confusion,kahnfyuwzhahn
dinner,dihner
common,kaamahn
fighting,faytihng
traveled,traevahld
racist,reysihst
plums,plahmz
bracelet,breyslaht
pull,puhl
chard,chaard
greater,greyter
town,tawn
aims,eymz
goodbye,guhdbay
refuse,rahfyuwz
injuries,ihnjheriyz
lying,layihng
merciful,mersihfahl
mango,maenggow
coats,kowts
fly,flay
visitor,vihzahter
dental,dehntahl
unsuccessful,ahnsahksehsfahl
priority,prayaorahtiy
surprise,serprayz
supermarket,suwpermaarkiht
delighted,dihlaytahd
love,lahv
closest,klowsahst
restart,riystaart
friend,frehnd
crafting,kraeftihng
australians,aostreylyahnz
port,paort
roll,rowl
state,steyt
mean,miyn
spoken,spowkahn
attain,ahteyn
seeking,siykihng
cameras,kaemerahz
funniest,fahniyahst
discussing,dihskahsihng
unhealthy,ahnhhehlthiy
establish,ihstaeblihsh
blowing,blowihng
adult,ahdahlt
ironing,ayernihng
effectiveness,ihfehktihvnahs
feynman,feynmahn
oral,aorahl
rose,rowz
finches,fihnchihz
crime,kraym
caliber,kaelahber
gardener,gaardahner
slide,slayd
blues,bluwz
minimal,mihnahmahl
thinks,thihngks
written,rihtahn
sir,ser
consonantal,kaansahnaantahl
sacred,seykrahd
marquee,maarkiy
sponge,spahnjh
draw,drao
attractive,ahtraektihv
disbelief,dihsbihliyf
orban,aorbahn
escort,ehskaort
locally,lowkahliy
rendezvous,raandihvuw
egyptians,ihjhihpshahnz
strawberries,straobehriyz
en,ehn
tadpoles,taedpowlz
fan,faen
staring,stehrihng
intense,ihntehns
irritated,ihrahteytahd
dissolve,dihzaalv
cartons,kaartahnz
benefit,behnahfiht
broad,braod
drugs,drahgz
departments,dihpaartmahnts
howling,hhawlihng
rid,rihd
worries,weriyz
change,cheynjh
rush,rahsh
thankful,thaengkfahl
deliveries,dihlihveriyz
inseparable,ihnsehperahbahl
higher,hhayer
tossed,taost
cut,kaht
burundi,berahndiy
probable,praabahbahl
watching,waachihng
musicians,myuwzihshahnz
reaching,riychihng
pronounce,prahnawns
cats,kaets
aiming,eymihng
interested,ihntrahstahd
kitchen,kihchahn
people,piypahl
lies,layz
ticklish,tihkahlihsh
trophy,trowfiy
reindeer,reyndihr
onions,ahnyahnz
way,wey
development,dihvehlahpmahnt
villages,vihlahjhahz
experiment,ihkspehrahmahnt
hurried,hheriyd
caroline,kehrahlayn
drifting,drihftihng
drinkable,drihnkahbahl
enter,ehnter
chopped,chaapt
texts,tehksts
overweight,owverweyt
marry,mehriy
menu,mehnyuw
kindled,kihndahld
lulu,luwluw
've,viy
cola,kowlah
acknowledged,aeknaalihjhd
doors,daorz
only,ownliy
leonid,liyahnihd
everywhere,ehvriywehr
tube,tuwb
palette,paelaht
happiness,hhaepiynahs
messes,mehsihz
documents,daakyahmahnts
chocolates,chaoklahts
ashore,ahshaor
alcohol,aelkahhhaal
poland,powlahnd
teased,tiyzd
roman,rowmahn
watering,waoterihng
gratitude,graetahtuwd
reliable,rihlayahbahl
compared,kahmpehrd
probability,praabahbihlahtiy
cordials,kaorjhahlz
constitute,kaanstahtuwt
doctored,daakterd
sued,suwd
homework,hhowmwerk
species,spiyshiyz
golden,gowldahn
anatomy,ahnaetahmiy
mistake,mihsteyk
puppy,pahpiy
fault,faolt
seldom,sehldahm
voice,voys
near,nihr
bite,bayt
disinform,dihsihnfaorm
fiction,fihkshahn
estimate,ehstahmaht
rolling,rowlihng
nowadays,nawahdeyz
soon,suwn
faults,faolts
waited,weytahd
habitable,hhaebahtahbahl
betrayed,bihtreyd
edges,ehjhahz
persuade,persweyd
mina,miynah
resist,rihzihst
toed,towd
deteriorating,dihtihriyereytihng
speed,spiyd
blondes,blaandz
yearly,yihrliy
colony,kaalahniy
wholesomeness,hhowlsahmnahs
ignores,ihgnaorz
definite,dehfahnaht
smoking,smowkihng
mona,mownah
interact,ihnteraekt
cane,keyn
provoke,prahvowk
investigating,ihnvehstahgeytihng
alarming,ahlaarmihng
somebody,sahmbaadiy
sexually,sehkshuwahliy
global,glowbahl
reluctant,rihlahktahnt
maintain,meynteyn
gambler,gaembler
blocks,blaaks
ground,grawnd
affected,ahfehktahd
california,kaelahfaornyah
cheering,chihrihng
allows,ahlawz
clicking,klihkihng
hardworking,hhaardwerkihng
bangladesh,baenglahdehsh
nobody,nowbaadiy
needy,niydiy
small,smaol
protocol,prowtahkaal
millimeters,mihlahmiyterz
testicles,tehstihkahlz
separatists,sehperahtihsts
ordinary,aordahnehriy
inundated,ihnahndeytihd
old,owld
filling,fihlihng
capturing,kaepcherihng
landlady,laendleydiy
manager,maenahjher
squirrel,skwerahl
facto,faektow
fever,fiyver
triplets,trihplahts
scary,skehriy
straw,strao
obsessed,ahbsehst
videotape,vihdiyowteyp
abandoned,ahbaendahnd
look,luhk
visible,vihzahbahl
walk,waok
brings,brihngz
words,werdz
architects,aarkahtehkts
embarrassment,ihmbehrahsmahnt
mushroom,mahshruwm
sexes,sehksahz
gestures,jhehscherz
july,jhuwlay
snagged,snaegd
bathed,beydhd
eighteen,eytiyn
willingly,wihlihngliy
cuckoo,kahkuw
click,klihk
sprinted,sprihntihd
challenging,chaelahnjhihng
painting,peyntihng
hiccups,hhihkahps
sober,sowber
puddle,pahdahl
whore,hhaor
calls,kaolz
resolve,riyzaalv
’ve,viy
left,lehft
deaf,dehf
privilege,prihvlahjh
cutting,kahtihng
walked,waokt
rabbits,raebahts
colorful,kahlerfahl
kurdish,kerdihsh
yacht,yaat
defensive,dihfehnsihv
dragged,draegd
rustling,rahslihng
northwestern,naorthwehstern
shock,shaak
rights,rayts
whatever,wahtehver
cultural,kahlcherahl
sang,saeng
either,iydher
path,paeth
baking,beykihng
embarrassed,ihmbehrahst
succeed,sahksiyd
freaking,friykihng
captain,kaeptahn
chamber,cheymber
cooking,kuhkihng
phone,fown
yo,yow
sleep,sliyp
ken,kehn
waved,weyvd
lent,lehnt
everything,ehvriythihng
insulted,ihnsahltihd
eyebrows,aybrawz
sect,sehkt
chairman,chehrmahn
gay,gey
proficiency,prahfihshahnsiy
sticky,stihkiy
trumps,trahmps
surprised,serprayzd
warnings,waornihngz
fully,fuhliy
admired,ahdmayerd
resumed,rihzuwmd
coast,kowst
conscious,kaanshahs
je,jhiy
constitution,kaanstahtuwshahn
algerians,aeljhiyriyahnz
fraser,freyzer
taser,teyzer
negativity,nehgahtihvahtiy
sympathy,sihmpahthiy
heroine,hhehrowahn
accident,aeksahdahnt
literary,lihterehriy
extra,ehkstrah
prerequisite,priyrehkwahzaht
or,aor
manage,maenahjh
sahara,sahhhehrah
tall,taol
divorced,dihvaorst
wallet,waolaht
commission,kahmihshahn
movies,muwviyz
mission,mihshahn
nothing,nahthihng
cried,krayd
ingenious,ihnjhiynyahs
product,praadahkt
cleaned,kliynd
participating,paartihsahpeytihng
accounting,ahkawntihng
signal,sihgnahl
metaphor,mehtahfaor
action,aekshahn
attracted,ahtraektahd
marks,maarks
actives,aektihvz
england,ihngglahnd
core,kaor
simultaneously,saymahlteyniyahsliy
cleans,kliynz
exports,ehkspaorts
of,ahv
whom,hhuwm
sneaky,sniykiy
tore,taor
reviewing,riyvyuwihng
manila,mahnihlah
compose,kahmpowz
face,feys
pony,powniy
homeland,hhowmlaend
whoever,hhuwehver
visibly,vihzahbliy
sale,seyl
hatred,hheytrahd
rhine,rayn
antelope,aentahlowp
sandwich,saendwihch
went,wehnt
picking,pihkihng
dioxide,dayaaksayd
ignore,ihgnaor
external,ihksternahl
breathing,briydhihng
smiled,smayld
discovering,dihskahverihng
richard,rihcherd
export,ehkspaort
earth,erth
group,gruwp
overnight,owvernayt
valuables,vaelyahbahlz
close,klows
video,vihdiyow
hats,hhaets
responders,rihspaanderz
killer,kihler
separatist,sehperahtihst
guaranteed,gehrahntiyd
remains,rihmeynz
idioms,ihdiyahmz
put,puht
famous,feymahs
eradicate,ihraedahkeyt
giant,jhayahnt
enjoys,ehnjhoyz
request,rihkwehst
responded,rihspaandihd
cairo,kayrow
motion,mowshahn
giggled,gihgahld
muscles,mahsahlz
past,paest
gaining,geynihng
gifts,gihfts
crumpled,krahmpahld
covered,kahverd
detrimental,dehtrahmehntahl
college,kaalihjh
replaced,riypleyst
machiavellian,maakiyahvehliyahn
must,mahst
farthest,faardhahst
ambulance,aembyahlahns
biased,bayahst
built,bihlt
acted,aektahd
trace,treys
platform,plaetfaorm
make,meyk
hoarse,hhaors
tracks,traeks
salvos,saelvowz
engineer,ehnjhahnihr
entertain,ehnterteyn
soothing,suwdhihng
snacks,snaeks
deactivate,diyaektihveyt
exposed,ihkspowzd
cry,kray
salas,saalaaz
spruce,spruws
consequences,kaansahkwehnsahz
reestablish,riyihstaeblihsh
weekends,wiykehndz
sink,sihngk
intricate,ihntrahkaht
visual,vihzhahwahl
diagnosis,dayahgnowsahs
tone,town
taiwan,taywaan
learns,lernz
muted,myuwtihd
glance,glaens
grip,grihp
merger,merjher
better,behter
strengthen,strehngthahn
shape,sheyp
helped,hhehlpt
addition,ahdihshahn
telescopes,tehlahskowps
simply,sihmpliy
tennessee,tehnahsiy
changes,cheynjhahz
suite,swiyt
sentences,sehntahnsahz
koko,kowkow
pasta,paastah
oncoming,aonkahmihng
detect,dihtehkt
argument,aargyahmahnt
dietary,dayahtehriy
stand,staend
ago,ahgow
copper,kaaper
jackie,jhaekiy
implies,ihmplayz
door,daor
differ,dihfer
apricot,eyprahkaat
rex,rehks
hokkaido,hhowkaydow
directors,derehkterz
asked,aeskt
anyone,ehniywahn
herds,hherdz
behalf,bihhhaef
today,tahdey
beware,bihwehr
motorcycles,mowtersaykahlz
listen,lihsahn
especially,ahspehshliy
game,geym
dirty,dertiy
afflicted,ahflihktahd
bicycle,baysihkahl
delhi,dehliy
decision,dihsihzhahn
offices,aofahsahz
